60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,44:48:c1:91:d0:14,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:10,38:17:c3:1f:14:02,b4:5d:50:e1:96:41,38:17:c3:1f:14:00,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,44:48:c1:91:d0:00,38:17:c3:1f:14:01,44:48:c1:91:d0:02,44:48:c1:91:d0:01,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:a1,38:17:c3:1f:14:10,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:14:12,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,44:48:c1:91:aa:22,38:17:c3:1f:09:91,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:19:45:b1,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,a8:bd:27:4c:aa:82,38:17:c3:19:45:a2,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,38:17:c3:19:71:90,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:36:30,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,00:4e:35:df:06:41,38:17:c3:1e:ff:01,00:4e:35:df:06:52,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,x,y,label
-100,-100,-70,-70,-70,-91,-76,-76,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-83,-100,-100,-100,-100,-100,-76,-100,-100,-100,-61,-100,-100,-100,-100,-75,-72,-100,-100,-100,-72,-90,-72,-72,-72,-89,-88,-90,-73,-86,-86,-82,-87,-82,-83,-100,-90,-91,-86,-80,-83,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-74,-75,-74,-100,-73,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-57,-100,-100,-100,-100,-78,-72,-76,-76,-76,-72,-88,-72,-69,-70,-87,-88,-89,-70,-86,-87,-81,-100,-82,-81,-88,-91,-91,-86,-82,-82,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-70,-72,-71,-100,-81,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-52,-100,-100,-100,-100,-77,-71,-100,-100,-100,-71,-89,-70,-71,-71,-90,-88,-89,-72,-87,-87,-81,-100,-100,-80,-100,-89,-90,-88,-81,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-69,-69,-69,-100,-81,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-75,-100,-100,-100,-100,-100,-77,-100,-100,-100,-60,-100,-100,-100,-100,-77,-70,-100,-100,-100,-70,-89,-70,-71,-71,-89,-88,-89,-70,-85,-87,-81,-100,-100,-80,-84,-87,-88,-85,-82,-100,-100,-84,-100,-89,-89,-88,-91,-100,-100,-100,-87,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-72,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-59,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-93,-70,-73,-100,-89,-88,-90,-70,-85,-87,-100,-100,-100,-100,-84,-87,-88,-86,-78,-100,-100,-100,-100,-89,-89,-88,-91,-100,-100,-100,-87,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-72,-71,-72,-100,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-62,-100,-100,-100,-100,-81,-70,-80,-79,-78,-70,-93,-70,-74,-73,-100,-100,-90,-74,-86,-87,-100,-85,-100,-100,-100,-87,-88,-86,-77,-100,-100,-85,-100,-90,-91,-88,-100,-85,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-71,-71,-72,-100,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-81,-70,-80,-79,-78,-70,-92,-71,-74,-76,-100,-90,-89,-74,-86,-100,-76,-85,-79,-80,-100,-88,-88,-100,-77,-79,-100,-85,-100,-89,-90,-88,-100,-85,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-71,-71,-72,-100,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-66,-100,-100,-100,-100,-100,-70,-80,-80,-81,-70,-91,-71,-74,-73,-100,-89,-89,-100,-85,-85,-80,-86,-79,-80,-85,-85,-88,-100,-81,-79,-100,-100,-87,-89,-90,-88,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-73,-73,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-93,-67,-68,-68,-100,-100,-100,-68,-85,-84,-100,-83,-100,-100,-100,-86,-87,-85,-81,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-87,-84,-100,-90,-87,-82,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-73,-72,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-66,-100,-100,-100,-100,-100,-67,-75,-100,-76,-67,-90,-66,-68,-68,-100,-100,-89,-68,-87,-88,-100,-86,-100,-100,-100,-86,-87,-85,-80,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-84,-84,-90,-87,-82,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-73,-72,-73,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-60,-100,-100,-100,-100,-76,-68,-76,-77,-76,-68,-90,-67,-68,-69,-100,-100,-89,-68,-88,-89,-100,-87,-100,-100,-100,-86,-87,-88,-83,-100,-85,-90,-84,-100,-100,-100,-100,-100,-85,-86,-87,-100,-84,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-74,-73,-73,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-59,-100,-100,-100,-100,-76,-68,-76,-76,-76,-67,-100,-67,-68,-67,-100,-100,-100,-68,-87,-88,-82,-87,-81,-82,-100,-88,-88,-88,-81,-82,-85,-100,-100,-100,-100,-100,-100,-100,-85,-86,-88,-100,-100,-91,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-74,-73,-73,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-79,-100,-100,-100,-100,-100,-74,-100,-100,-100,-59,-100,-100,-100,-100,-100,-68,-100,-76,-76,-68,-100,-67,-68,-67,-100,-100,-100,-70,-87,-87,-82,-87,-81,-82,-84,-88,-88,-87,-82,-82,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-83,-100,-90,-88,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-100,-100,-100,-74,-100,-100,-100,-70,-100,-100,-100,-100,-76,-68,-100,-100,-76,-67,-100,-67,-69,-69,-100,-100,-100,-69,-86,-85,-100,-87,-100,-100,-84,-88,-88,-86,-82,-100,-85,-100,-100,-100,-100,-100,-100,-82,-83,-100,-87,-83,-100,-90,-88,-84,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-88,-69,-69,-69,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-57,-100,-100,-100,-100,-82,-75,-100,-100,-100,-73,-100,-73,-69,-100,-100,-100,-100,-70,-84,-83,-100,-84,-100,-100,-100,-85,-87,-83,-82,-100,-100,-100,-100,-85,-100,-85,-88,-85,-84,-85,-85,-86,-87,-87,-84,-87,-85,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-88,-68,-68,-69,-100,-80,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-69,-100,-100,-100,-100,-82,-72,-100,-82,-100,-72,-100,-72,-69,-69,-100,-100,-100,-68,-83,-82,-100,-82,-100,-100,-79,-88,-88,-82,-78,-100,-86,-100,-87,-86,-85,-85,-88,-85,-84,-85,-88,-85,-85,-88,-84,-87,-85,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-60,-60,-60,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-71,-100,-100,-100,-75,-100,-100,-100,-100,-82,-70,-100,-82,-100,-70,-84,-70,-70,-71,-85,-85,-85,-70,-87,-86,-100,-82,-100,-100,-77,-88,-89,-82,-78,-100,-86,-100,-87,-86,-87,-86,-100,-100,-100,-100,-88,-84,-85,-88,-100,-84,-83,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-60,-60,-60,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-72,-100,-100,-100,-66,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-88,-69,-72,-71,-89,-87,-87,-71,-82,-82,-100,-82,-100,-100,-77,-90,-89,-81,-80,-100,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-87,-84,-100,-90,-90,-84,-83,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-60,-60,-60,-100,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-64,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-88,-70,-68,-67,-89,-87,-88,-71,-83,-83,-100,-83,-100,-100,-100,-88,-86,-82,-83,-100,-100,-100,-84,-87,-100,-100,-100,-79,-81,-81,-87,-86,-100,-90,-86,-86,-87,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-61,-61,-61,-100,-67,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-62,-100,-100,-100,-100,-79,-70,-100,-100,-100,-69,-88,-70,-65,-67,-89,-100,-88,-65,-83,-83,-77,-83,-100,-100,-81,-87,-86,-82,-84,-100,-100,-100,-84,-90,-89,-100,-100,-82,-81,-81,-87,-86,-100,-93,-86,-86,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-68,-68,-69,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-79,-100,-80,-67,-90,-66,-65,-64,-90,-100,-90,-65,-81,-81,-100,-81,-100,-100,-84,-88,-88,-81,-92,-100,-82,-100,-82,-89,-88,-89,-88,-100,-100,-100,-88,-87,-82,-100,-89,-87,-87,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-68,-68,-69,-100,-78,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-100,-100,-100,-100,-72,-79,-100,-80,-71,-90,-70,-64,-63,-90,-100,-90,-65,-81,-81,-100,-81,-83,-84,-82,-87,-88,-81,-88,-83,-82,-100,-81,-89,-88,-89,-86,-100,-100,-100,-88,-87,-82,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-67,-68,-69,-100,-80,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-80,-100,-100,-100,-100,-100,-75,-100,-100,-100,-64,-100,-100,-100,-100,-100,-72,-100,-100,-82,-72,-90,-72,-64,-65,-100,-100,-91,-65,-82,-82,-100,-82,-83,-84,-82,-87,-88,-82,-88,-83,-85,-100,-83,-100,-91,-100,-86,-87,-87,-87,-88,-86,-84,-100,-87,-86,-86,-100,-100,-100,-86,-100,-100,-100,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
