72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:12,44:48:c1:91:d0:11,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,44:48:c1:91:d0:02,44:48:c1:91:d0:04,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:19:45:a0,38:17:c3:1f:14:12,38:17:c3:24:47:52,44:48:c1:91:95:b3,38:17:c3:24:47:50,38:17:c3:24:47:51,44:48:c1:91:95:b2,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,20:a6:cd:42:13:e2,38:17:c3:19:45:b1,44:48:c1:91:95:b1,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,44:48:c1:91:95:a2,44:48:c1:91:aa:20,a8:bd:27:4c:aa:82,44:48:c1:91:aa:21,44:48:c1:91:aa:30,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,38:17:c3:22:61:90,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:36:21,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,00:4e:35:df:06:40,00:4e:35:df:06:50,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:19:71:91,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:42,38:17:c3:1f:22:30,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:22:21,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-100,-73,-73,-74,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-57,-81,-100,-100,-74,-100,-78,-100,-70,-100,-90,-71,-68,-88,-73,-73,-100,-81,-86,-84,-84,-83,-85,-100,-86,-87,-89,-89,-88,-88,-100,-86,-85,-100,-100,-100,-100,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,693,3615091661328
-100,-100,-100,-75,-75,-74,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-62,-78,-79,-80,-71,-79,-78,-100,-71,-100,-90,-71,-71,-100,-70,-71,-100,-100,-85,-100,-85,-100,-85,-100,-86,-85,-88,-87,-87,-88,-100,-86,-100,-100,-100,-100,-88,-85,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,693,3618205456692
-100,-100,-100,-76,-78,-77,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-61,-83,-77,-100,-77,-100,-78,-100,-71,-85,-85,-71,-100,-86,-76,-76,-86,-78,-85,-100,-100,-100,-100,-85,-85,-86,-91,-85,-85,-86,-86,-85,-100,-86,-87,-86,-86,-100,-85,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3659283716780
-100,-100,-100,-77,-78,-78,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-62,-82,-78,-79,-87,-78,-76,-100,-71,-85,-85,-70,-71,-86,-78,-77,-86,-78,-85,-100,-100,-100,-85,-85,-84,-84,-91,-85,-85,-87,-86,-85,-100,-86,-87,-86,-86,-84,-85,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3662431003602
-100,-87,-100,-78,-79,-78,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-84,-78,-79,-82,-78,-76,-100,-70,-85,-85,-70,-70,-85,-78,-79,-85,-100,-84,-100,-100,-100,-84,-84,-84,-84,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3665694105580
-100,-87,-100,-80,-80,-80,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-61,-84,-78,-79,-77,-77,-76,-100,-70,-86,-85,-70,-70,-85,-77,-75,-85,-100,-84,-100,-100,-100,-84,-84,-84,-84,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3668793615058
-100,-100,-100,-80,-79,-80,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-62,-87,-81,-79,-77,-79,-78,-100,-70,-85,-84,-72,-71,-84,-77,-76,-85,-100,-83,-100,-100,-100,-82,-86,-83,-83,-90,-86,-85,-87,-100,-87,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3671898376359
-100,-100,-100,-79,-78,-79,-76,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-55,-84,-78,-78,-77,-79,-75,-100,-70,-84,-84,-71,-70,-83,-77,-78,-85,-100,-82,-83,-82,-83,-82,-86,-83,-83,-90,-86,-85,-85,-86,-87,-100,-100,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,708,3675044585264
-100,-100,-100,-73,-73,-72,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-100,-68,-81,-100,-100,-70,-80,-77,-100,-69,-88,-88,-69,-69,-88,-69,-69,-88,-83,-81,-100,-89,-100,-82,-85,-82,-82,-90,-84,-85,-85,-100,-100,-100,-100,-88,-87,-85,-100,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3728809490712
-100,-100,-100,-72,-73,-72,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-100,-61,-83,-79,-79,-68,-79,-100,-100,-67,-87,-88,-68,-67,-86,-67,-68,-88,-83,-82,-100,-89,-100,-82,-85,-82,-83,-90,-85,-85,-85,-100,-100,-100,-100,-84,-87,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3731963352169
-100,-100,-100,-72,-73,-72,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-79,-79,-79,-68,-79,-100,-100,-67,-87,-87,-68,-67,-86,-67,-68,-88,-100,-82,-100,-100,-100,-82,-100,-82,-82,-100,-85,-85,-85,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3735095780293
-100,-100,-100,-73,-73,-72,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-63,-78,-79,-79,-68,-79,-79,-100,-69,-87,-87,-68,-68,-87,-67,-68,-100,-100,-82,-100,-100,-100,-82,-83,-82,-82,-100,-85,-86,-85,-87,-100,-84,-86,-86,-85,-85,-100,-100,-93,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3738140978104
-100,-100,-100,-74,-73,-74,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-62,-78,-81,-100,-68,-79,-78,-100,-69,-87,-88,-68,-68,-88,-67,-67,-100,-100,-82,-100,-100,-100,-82,-83,-82,-82,-100,-85,-86,-85,-100,-100,-84,-86,-86,-85,-85,-100,-100,-93,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3741288810499
-100,-100,-100,-73,-72,-73,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-59,-84,-81,-100,-67,-79,-78,-100,-66,-86,-88,-68,-66,-88,-67,-67,-88,-100,-82,-84,-82,-100,-82,-83,-82,-82,-100,-85,-86,-85,-84,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,723,3744456113258
-89,-89,-100,-71,-71,-71,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-55,-79,-100,-100,-68,-100,-82,-100,-65,-90,-89,-64,-64,-100,-67,-69,-100,-100,-82,-100,-100,-100,-83,-78,-83,-83,-85,-85,-86,-85,-100,-100,-84,-100,-100,-100,-85,-84,-100,-100,-86,-86,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3788470624231
-89,-87,-100,-71,-71,-71,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-83,-79,-78,-78,-69,-79,-77,-100,-65,-89,-89,-64,-64,-100,-69,-69,-100,-100,-86,-100,-100,-100,-85,-78,-85,-86,-86,-86,-85,-86,-100,-82,-84,-85,-100,-84,-86,-84,-100,-90,-86,-86,-100,-100,-100,-85,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3791594515115
-100,-87,-100,-67,-67,-66,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-57,-80,-78,-78,-68,-79,-77,-100,-66,-89,-87,-67,-67,-87,-69,-68,-89,-100,-86,-81,-81,-81,-85,-78,-85,-85,-87,-86,-85,-86,-100,-82,-100,-85,-80,-84,-86,-100,-100,-90,-87,-86,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3794803131468
-100,-100,-100,-66,-66,-67,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-62,-80,-100,-100,-68,-100,-82,-100,-69,-89,-87,-68,-69,-87,-69,-69,-89,-80,-82,-81,-81,-81,-81,-79,-81,-81,-87,-86,-85,-86,-90,-100,-100,-100,-81,-100,-86,-80,-100,-90,-86,-86,-100,-100,-87,-86,-87,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3798064456883
-100,-100,-100,-66,-67,-67,-74,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-61,-81,-100,-100,-68,-100,-82,-100,-69,-87,-89,-69,-70,-87,-69,-68,-89,-80,-82,-81,-81,-84,-82,-79,-81,-81,-87,-85,-85,-86,-92,-100,-100,-85,-83,-84,-85,-80,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3801330930788
-100,-89,-100,-65,-66,-65,-74,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-58,-79,-100,-100,-68,-100,-100,-100,-68,-87,-88,-68,-70,-87,-68,-68,-88,-100,-83,-100,-100,-84,-83,-80,-83,-83,-86,-85,-85,-86,-100,-85,-85,-81,-80,-80,-85,-100,-85,-100,-86,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,404,738,3804494117089
-100,-87,-100,-70,-69,-69,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-66,-89,-100,-85,-69,-100,-100,-100,-69,-89,-89,-71,-70,-100,-69,-69,-100,-100,-85,-100,-100,-100,-85,-100,-84,-84,-100,-86,-86,-87,-100,-79,-80,-83,-100,-82,-86,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,419,738,3862312559932
-100,-87,-100,-68,-67,-67,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-65,-85,-100,-85,-68,-100,-100,-100,-69,-89,-89,-71,-70,-100,-67,-68,-100,-100,-85,-100,-100,-100,-85,-100,-86,-86,-87,-86,-86,-87,-87,-79,-80,-82,-81,-82,-86,-79,-82,-100,-88,-87,-100,-100,-85,-84,-100,-100,-100,-88,-100,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,419,738,3865413821597
